Date,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
1944,15.144936049999998,15.592899969999998,16.09833491,15.39501733,13.56464593,12.26790468,10.06640247,7.32363841,7.20673655,9.539492469999999,11.118316959999998,13.549714155000002
1945,15.073903260000002,15.3344551,16.19475981,15.83017971,13.164336519999999,12.092439719999998,8.97816601,6.97576526,7.089596509999999,8.185182989999998,11.279316109999998,13.334715645000001
1946,14.962769000000002,15.547178559999999,15.59632864,15.15567995,15.35844812,13.836606259999998,12.16459842,9.261636900000001,7.653346619999999,9.276865009999998,11.511961289999997,14.089688625000003
1947,15.043141719999998,15.163209019999998,15.115996540000001,15.308277499999999,14.62188723,13.15613615,11.38714092,8.721027280000001,7.202881909999999,9.374383439999999,10.564000219999997,13.987491695000001
1948,15.130411070000001,15.157868879999999,16.20131157,15.32890403,15.36478677,13.721750179999999,11.87860592,9.44124443,7.768018759999999,8.79222493,11.602179279999998,14.068642955000001
1949,15.12856447,15.34378795,15.994420340000001,15.620560269999999,14.8646202,14.569372849999999,12.53897402,10.14768008,8.080912119999999,9.66695145,11.842267859999998,14.003484965000002
1950,15.06245839,15.030958859999998,15.19276421,15.85200326,14.58733444,13.842278979999998,12.52380064,9.36763608,7.588302329999999,9.36039941,11.78504898,14.048326855000001
1951,15.00808605,15.96749779,15.801545750000002,15.049965499999999,15.02103514,13.807552559999998,12.15670864,9.70768638,7.598662579999999,9.404055580000001,11.399980629999998,13.885066035000001
1952,14.744425160000002,15.4446175,15.822711479999999,15.49643387,15.47048458,14.01140684,12.020486629999999,9.12773331,6.2972847299999986,8.48380079,11.770752839999998,14.060222015
1953,15.076194789999999,15.505270979999999,16.16665621,15.994571539999999,15.24804912,13.690021259999998,11.56297561,8.454589120000001,7.375625019999999,9.38614442,11.464597709999998,13.576693855
1954,15.37985025,15.318525079999999,16.733508280000002,16.39608001,14.95023286,12.910988619999998,11.335002719999999,8.80202964,8.00850406,9.596172469999999,11.43994757,13.622299755
1955,14.81288601,15.11428482,16.07309765,16.42072074,15.48651495,13.783673349999999,11.58857852,8.66316149,7.402430309999999,9.477140729999999,11.814540899999999,13.737752865000001
1956,14.807176519999999,16.31359236,16.58154335,16.46552699,15.40982367,13.887310889999998,11.762585979999999,9.20418224,7.992789009999999,10.016637759999998,12.447056179999999,14.110696515
1957,15.646413789999997,15.73588149,15.897103210000001,15.599455379999998,14.45721544,12.980581849999998,11.35405718,9.31090831,7.9501544299999996,9.977319770000001,12.087098599999997,13.937910155
1958,15.730827379999997,16.37631367,15.61934338,15.707041910000001,14.30978905,13.608098689999998,11.173082430000001,9.05717409,8.198953229999999,10.21984806,12.089233999999998,13.726533535000002
1959,15.46468526,15.727726779999998,16.21203259,16.369806399999998,14.647048980000001,13.606469019999999,11.72297871,8.69534224,7.267301829999999,9.3376688,11.547915699999997,13.842530245
1960,14.782263270000001,15.70453569,15.492884200000002,15.227607710000001,14.14575098,12.927363809999997,11.32850021,8.048311960000001,7.24226378,9.594502809999998,11.906539719999998,13.505987935
1961,15.107317129999998,15.403801529999999,15.76433948,15.86081797,14.72502137,12.917433599999999,11.13661072,8.80217289,7.182499289999999,9.79537878,11.773044389999997,13.561369695
1962,14.397365150000002,14.92586191,15.60468677,15.746857849999998,14.30122212,13.52740482,11.779941149999999,9.398836359999999,8.55036599,10.096393419999998,12.041171309999998,14.017677285000001
1963,15.016106749999999,16.84180523,16.08215569,16.42018504,15.11926611,13.758937949999998,12.002624670000001,10.197275099999999,9.236527149999999,9.8818376,12.011401299999998,14.021638335
1964,15.180671740000001,15.57666348,15.90440281,16.0282872,14.71513142,13.74219144,11.939855170000001,9.349074980000001,8.53782835,10.115066639999998,11.720937429999998,13.961357595
1965,14.793552909999999,15.980744560000002,15.635172220000001,15.09419599,14.36730879,13.069728869999999,11.66473585,9.085796,8.389485879999999,10.260064530000001,12.834393959999998,14.004485185
1966,14.918265340000001,16.367063839999997,16.70522447,16.25215841,14.78095213,13.43270033,11.82580501,9.334417329999999,8.22909719,9.971974410000001,12.24091766,13.805092675000001
1967,14.607441569999999,15.27513656,16.29471332,15.45149816,14.44458302,12.50330674,11.292852069999999,8.50335454,8.42932143,10.003493289999998,12.639697719999997,13.764539865
1968,15.272472310000001,15.437608259999998,16.2743377,15.615217309999998,14.92458045,13.944907259999999,11.49770478,8.60141364,7.302799869999999,9.882291330000001,12.415320359999997,14.408912865
1969,15.03712673,15.48599698,16.999422810000002,16.04190973,15.31819062,13.897167449999998,11.80809827,9.96505097,8.66420421,9.59895074,12.193902299999998,13.780217895000002
1970,14.786071279999998,15.72912776,15.778702970000001,15.654564539999999,14.44779169,13.41420657,11.97101528,8.967708759999999,8.36735735,9.89342649,12.834611319999999,13.508603735000001
1971,14.79284809,15.52065537,15.904072720000002,16.2548031,15.044827320000001,13.824837799999997,11.59216882,7.74967816,7.672507999999999,9.682362789999999,12.082675519999999,14.175563915000001
1972,15.180028959999998,15.651687459999998,15.9587161,15.609964640000001,14.77325025,13.244052949999999,11.698849000000001,9.32170104,8.13328215,9.543330699999999,12.352338079999999,13.830385325000002
1973,14.776089810000002,15.13362924,15.588840040000001,15.376892589999999,14.51183021,12.676665259999998,10.913871559999999,8.691264030000001,7.912147789999999,9.481640319999997,11.955887229999998,13.560049685000001
1974,14.815586119999999,15.03153111,15.19153571,15.167957979999999,14.28561154,12.56391676,11.11303564,8.04337484,7.388195509999999,9.57301613,12.340147459999997,13.668503575
1975,14.66014246,15.37261624,15.68705122,15.38007463,14.18997928,12.902917089999999,11.00266918,8.21887899,7.75861591,9.730448039999999,12.156566769999998,13.873805595
1976,15.086711860000001,15.590598489999998,15.701148889999999,15.41546372,14.82573266,12.888361289999999,11.017498159999999,8.29007396,7.460007989999999,9.958020269999999,12.686448559999997,13.869115325000001
1977,14.845532259999999,15.328570289999998,15.72636382,15.41251479,14.87026514,13.374258949999998,10.648990809999999,7.806748110000001,7.336341099999999,9.86974669,12.029557219999997,13.676855395
1978,14.818604520000001,15.148277209999998,15.342896640000001,15.194229689999998,14.470512410000001,13.166259799999999,11.56478636,8.68920466,8.098744729999998,10.00799988,11.448937919999999,13.818901745000002
1979,15.570295139999999,16.3579898135,16.434937818999998,15.54211601775,13.82530812225,12.431607611749998,10.201511166000001,8.277021516249999,6.9580538252499995,8.456438885999999,11.20416912575,13.314589021794871
1980,15.028684914615384,16.0389524405,16.090547896,15.510493356,14.04764009,12.230731129999999,10.4280718505,8.391856318,7.876644546499999,9.125688067499999,11.142190171499996,13.71841727294872
1981,14.754597313846155,15.55499336125,15.676968024000002,14.99447434675,14.079483165,12.47977026325,10.629825981499998,8.004522141250002,7.406089891749999,8.9277416495,11.016248173749998,13.606318195384617
1982,15.249762810256412,15.880584815,15.98842995,15.615532128999998,14.255383658,12.719188703,10.736608634,8.434540218,7.279155219,9.529414162000002,11.912299612999998,13.732758046794872
1983,15.073862845128206,15.938197894999998,16.27851206875,15.422609764999999,13.714213899999999,12.25587795125,10.873297959999999,8.135410370000002,7.616684487499999,9.373712837500001,11.451117889999997,13.324645306410257
1984,14.462509325384616,15.3817379885,15.8250301565,15.2707658925,13.876325001000001,12.1597441715,10.2482986055,8.292791931,6.9604095799999985,8.423894048,10.966571461,12.993576579615384
